	KeywordRepititions	FieldRepititions	NumCoAuthored	NumOfSharedReferences	NumofSharedReferencedBy	AffRepititions	ConfRepititions
351	0.0	0.0	1.0	0.0	0.0	0.0	33.0
352	0.0	0.0	1.0	0.0	0.0	54.0	78.0
353	1.0	1.0	1.0	32.0	27.0	2.0	4.0
354	1.0	1.0	1.0	40.0	29.0	4.0	4.0
355	1.0	1.0	1.0	56.0	84.0	0.0	2.0
356	1.0	1.0	1.0	32.0	27.0	1.0	1.0
357	1.0	1.0	1.0	32.0	27.0	1.0	1.0
358	0.0	0.0	2.0	0.0	1.0	33.0	50.0
359	0.0	0.0	2.0	0.0	1.0	73.0	100.0
360	1.0	1.0	3.0	41.0	28.0	243.0	380.0
361	1.0	1.0	1.0	23.0	27.0	4.0	4.0
362	0.0	0.0	1.0	9.0	1.0	2.0	2.0
363	0.0	0.0	1.0	0.0	0.0	8.0	10.0
364	0.0	0.0	1.0	9.0	1.0	1.0	1.0
365	0.0	0.0	1.0	0.0	0.0	4.0	8.0
366	0.0	0.0	1.0	0.0	0.0	1.0	1.0
367	0.0	0.0	1.0	0.0	0.0	1.0	1.0
368	0.0	0.0	1.0	0.0	0.0	0.0	1.0
369	0.0	0.0	1.0	0.0	0.0	0.0	6.0
370	1.0	1.0	1.0	22.0	12.0	3.0	3.0
371	1.0	1.0	1.0	22.0	12.0	2.0	2.0
372	1.0	1.0	1.0	22.0	27.0	2.0	2.0
373	0.0	0.0	1.0	19.0	7.0	4.0	14.0
374	0.0	0.0	1.0	16.0	151.0	4.0	5.0
375	1.0	1.0	1.0	30.0	6.0	0.0	15.0
376	1.0	1.0	4.0	262.0	322.0	0.0	216.0
377	0.0	0.0	1.0	1.0	2.0	1.0	1.0
378	1.0	1.0	1.0	0.0	2.0	14.0	15.0
379	1.0	1.0	1.0	21.0	63.0	0.0	12.0
380	2.0	2.0	2.0	110.0	178.0	0.0	54.0
381	0.0	0.0	1.0	17.0	0.0	2.0	12.0
382	0.0	0.0	1.0	72.0	2.0	1.0	3.0
383	0.0	0.0	1.0	0.0	0.0	1.0	1.0
384	1.0	1.0	1.0	59.0	23.0	4.0	5.0
385	1.0	1.0	8.0	346.0	1570.0	112.0	120.0
386	1.0	1.0	1.0	60.0	86.0	1.0	1.0
387	1.0	1.0	1.0	18.0	64.0	0.0	62.0
388	0.0	0.0	1.0	17.0	0.0	1.0	1.0
389	0.0	0.0	1.0	0.0	0.0	2.0	2.0
390	1.0	1.0	1.0	59.0	23.0	8.0	10.0
391	0.0	0.0	1.0	0.0	0.0	4.0	8.0
392	1.0	1.0	1.0	46.0	45.0	0.0	1.0
393	1.0	1.0	1.0	35.0	48.0	0.0	9.0
394	0.0	0.0	1.0	17.0	0.0	2.0	12.0
395	1.0	1.0	1.0	26.0	16.0	8.0	25.0
396	1.0	1.0	1.0	23.0	12.0	2.0	5.0
397	1.0	1.0	1.0	23.0	12.0	2.0	5.0
398	1.0	1.0	4.0	81.0	167.0	6.0	35.0
399	0.0	0.0	1.0	6.0	39.0	1.0	1.0
400	0.0	0.0	1.0	6.0	39.0	1.0	1.0
401	0.0	0.0	1.0	17.0	0.0	1.0	1.0
402	0.0	0.0	1.0	17.0	0.0	1.0	1.0
403	0.0	0.0	1.0	17.0	0.0	1.0	1.0
404	0.0	0.0	1.0	17.0	0.0	2.0	2.0
405	1.0	1.0	3.0	122.0	214.0	27.0	27.0
406	1.0	1.0	1.0	70.0	127.0	3.0	3.0
407	1.0	1.0	1.0	70.0	127.0	3.0	3.0
408	1.0	1.0	1.0	10.0	76.0	2.0	7.0
409	1.0	1.0	3.0	65.0	133.0	5.0	21.0
410	0.0	0.0	1.0	16.0	36.0	0.0	3.0
411	0.0	0.0	1.0	19.0	0.0	15.0	17.0
412	1.0	1.0	2.0	250.0	243.0	21.0	396.0
413	0.0	0.0	1.0	17.0	0.0	1.0	1.0
414	0.0	0.0	1.0	17.0	0.0	2.0	2.0
415	1.0	1.0	1.0	48.0	126.0	40.0	44.0
416	0.0	0.0	1.0	15.0	0.0	4.0	4.0
417	0.0	0.0	1.0	0.0	0.0	1.0	1.0
418	1.0	1.0	1.0	13.0	80.0	0.0	1.0
419	1.0	1.0	1.0	13.0	80.0	0.0	1.0
420	1.0	1.0	1.0	21.0	85.0	0.0	16.0
421	1.0	1.0	1.0	22.0	87.0	0.0	6.0
422	1.0	1.0	2.0	73.0	35.0	8.0	12.0
423	1.0	1.0	1.0	13.0	80.0	0.0	1.0
424	1.0	1.0	1.0	32.0	35.0	0.0	3.0
425	0.0	0.0	1.0	148.0	20.0	1.0	2.0
426	0.0	0.0	1.0	0.0	0.0	1.0	1.0
427	1.0	1.0	1.0	0.0	15.0	1.0	5.0
428	1.0	1.0	1.0	13.0	80.0	0.0	2.0
429	0.0	0.0	1.0	0.0	0.0	1.0	1.0
430	1.0	1.0	1.0	32.0	35.0	0.0	3.0
431	0.0	0.0	2.0	28.0	209.0	10.0	12.0
432	0.0	0.0	1.0	0.0	0.0	1.0	1.0
433	0.0	0.0	1.0	7.0	2.0	2.0	2.0
434	1.0	1.0	6.0	201.0	787.0	48.0	63.0
435	1.0	1.0	1.0	46.0	126.0	10.0	11.0
436	1.0	1.0	1.0	5.0	21.0	1.0	4.0
437	0.0	0.0	1.0	0.0	0.0	9.0	10.0
438	1.0	1.0	1.0	0.0	0.0	1.0	2.0
439	1.0	1.0	1.0	20.0	14.0	15.0	15.0
440	0.0	0.0	1.0	0.0	1.0	0.0	4.0
441	1.0	1.0	1.0	0.0	0.0	3.0	3.0
442	1.0	1.0	1.0	0.0	0.0	3.0	3.0
443	1.0	1.0	1.0	0.0	0.0	6.0	6.0
444	0.0	0.0	1.0	0.0	0.0	2.0	2.0
445	0.0	0.0	1.0	0.0	0.0	2.0	2.0
446	0.0	0.0	2.0	0.0	0.0	4.0	4.0
447	0.0	0.0	1.0	0.0	0.0	2.0	2.0
448	0.0	0.0	1.0	0.0	0.0	2.0	6.0
449	1.0	1.0	1.0	46.0	126.0	0.0	11.0
450	0.0	0.0	1.0	0.0	0.0	1.0	1.0
451	0.0	0.0	1.0	0.0	0.0	1.0	1.0
452	0.0	0.0	1.0	0.0	0.0	1.0	1.0
453	0.0	0.0	1.0	0.0	0.0	2.0	2.0
454	0.0	0.0	1.0	0.0	0.0	2.0	2.0
455	0.0	0.0	1.0	0.0	0.0	2.0	2.0
456	0.0	0.0	1.0	32.0	19.0	25.0	39.0
457	0.0	0.0	1.0	16.0	1.0	0.0	2.0
458	1.0	1.0	1.0	17.0	0.0	1.0	1.0
459	1.0	1.0	1.0	35.0	73.0	28.0	44.0
460	1.0	1.0	1.0	21.0	21.0	1.0	1.0
461	0.0	0.0	1.0	1.0	4.0	7.0	8.0
462	0.0	0.0	1.0	1.0	4.0	3.0	3.0
463	0.0	0.0	1.0	13.0	32.0	2.0	6.0
464	1.0	1.0	1.0	21.0	21.0	1.0	1.0
465	0.0	0.0	1.0	0.0	0.0	2.0	2.0
466	1.0	1.0	1.0	38.0	107.0	2.0	2.0
467	1.0	1.0	1.0	21.0	21.0	1.0	1.0
468	1.0	1.0	1.0	38.0	107.0	1.0	1.0
469	1.0	1.0	1.0	24.0	26.0	0.0	1.0
470	0.0	0.0	1.0	13.0	32.0	2.0	2.0
471	1.0	1.0	1.0	38.0	107.0	1.0	1.0
472	1.0	1.0	7.0	363.0	991.0	144.0	260.0
473	0.0	0.0	1.0	0.0	1.0	0.0	4.0
474	1.0	1.0	1.0	23.0	15.0	1.0	1.0
475	1.0	1.0	1.0	23.0	15.0	1.0	1.0
476	1.0	1.0	7.0	76.0	123.0	71.0	152.0
477	0.0	0.0	2.0	0.0	0.0	8.0	8.0
478	0.0	0.0	1.0	0.0	1.0	2.0	6.0
479	0.0	0.0	1.0	0.0	0.0	1.0	1.0
480	0.0	0.0	1.0	0.0	0.0	1.0	1.0
481	0.0	0.0	1.0	0.0	1.0	1.0	8.0
482	1.0	2.0	1.0	0.0	3.0	1.0	1.0
483	0.0	0.0	1.0	0.0	0.0	5.0	23.0
484	0.0	0.0	1.0	17.0	0.0	2.0	12.0
485	0.0	0.0	1.0	17.0	0.0	1.0	1.0
486	0.0	0.0	1.0	17.0	0.0	1.0	1.0
487	1.0	1.0	1.0	39.0	37.0	2.0	18.0
488	0.0	0.0	1.0	17.0	0.0	1.0	1.0
489	0.0	0.0	1.0	17.0	0.0	1.0	1.0
490	0.0	0.0	1.0	17.0	0.0	1.0	1.0
491	0.0	0.0	1.0	17.0	0.0	2.0	2.0
492	0.0	0.0	1.0	17.0	0.0	1.0	1.0
493	0.0	0.0	1.0	17.0	0.0	1.0	1.0
494	1.0	1.0	1.0	24.0	50.0	1.0	1.0
495	1.0	1.0	1.0	9.0	0.0	0.0	16.0
496	0.0	0.0	1.0	0.0	1.0	1.0	1.0
497	0.0	0.0	1.0	0.0	1.0	1.0	1.0
498	0.0	0.0	1.0	8.0	2.0	2.0	4.0
499	1.0	1.0	1.0	62.0	3.0	1.0	3.0
500	1.0	1.0	3.0	270.0	419.0	14.0	30.0
501	1.0	1.0	1.0	79.0	39.0	0.0	18.0
502	0.0	0.0	1.0	0.0	0.0	8.0	38.0
503	1.0	1.0	2.0	1.0	0.0	22.0	88.0
504	0.0	0.0	2.0	0.0	0.0	0.0	8.0
505	0.0	0.0	1.0	0.0	0.0	2.0	8.0
506	0.0	0.0	6.0	0.0	0.0	117.0	228.0
507	0.0	0.0	1.0	12.0	26.0	0.0	7.0
508	0.0	0.0	1.0	0.0	1.0	2.0	2.0
509	0.0	0.0	2.0	0.0	0.0	6.0	24.0
510	0.0	0.0	1.0	15.0	0.0	1.0	1.0
511	1.0	1.0	2.0	52.0	141.0	8.0	8.0
512	1.0	1.0	1.0	31.0	73.0	2.0	10.0
513	1.0	1.0	2.0	52.0	141.0	8.0	8.0
514	1.0	1.0	1.0	17.0	59.0	2.0	2.0
515	0.0	0.0	1.0	0.0	0.0	2.0	8.0
516	1.0	1.0	1.0	66.0	0.0	1.0	1.0
517	1.0	1.0	2.0	18.0	30.0	363.0	532.0
518	0.0	0.0	1.0	0.0	0.0	2.0	8.0
519	1.0	1.0	1.0	13.0	2.0	0.0	5.0
520	1.0	1.0	1.0	7.0	0.0	0.0	2.0
521	0.0	0.0	1.0	0.0	0.0	2.0	8.0
522	1.0	1.0	1.0	8.0	0.0	2.0	12.0
523	1.0	1.0	5.0	339.0	806.0	43.0	570.0
524	1.0	1.0	1.0	21.0	37.0	23.0	34.0
525	1.0	1.0	3.0	17.0	2.0	41.0	102.0
526	0.0	0.0	1.0	3.0	4.0	23.0	34.0
527	1.0	1.0	2.0	21.0	16.0	105.0	1178.0
528	0.0	0.0	1.0	63.0	8.0	5.0	76.0
529	0.0	0.0	1.0	0.0	0.0	9.0	34.0
530	0.0	0.0	1.0	0.0	0.0	9.0	34.0
531	0.0	0.0	1.0	0.0	0.0	9.0	34.0
532	0.0	0.0	1.0	0.0	0.0	2.0	8.0
533	1.0	1.0	1.0	20.0	120.0	2.0	14.0
534	0.0	0.0	2.0	0.0	17.0	19.0	38.0
535	0.0	0.0	1.0	0.0	0.0	2.0	8.0
536	1.0	1.0	5.0	53.0	69.0	240.0	304.0
537	0.0	0.0	1.0	0.0	0.0	2.0	8.0
538	0.0	0.0	4.0	0.0	1.0	123.0	190.0
539	0.0	0.0	1.0	0.0	0.0	2.0	8.0
540	1.0	2.0	1.0	0.0	3.0	1.0	1.0
541	1.0	1.0	1.0	27.0	5.0	0.0	1.0
542	1.0	1.0	2.0	21.0	14.0	46.0	76.0
543	1.0	1.0	1.0	21.0	20.0	1.0	1.0
544	1.0	1.0	2.0	104.0	145.0	840.0	1020.0
545	0.0	0.0	1.0	0.0	0.0	2.0	2.0
546	1.0	1.0	1.0	7.0	13.0	30.0	72.0
547	0.0	0.0	6.0	22.0	26.0	273.0	380.0
548	0.0	0.0	1.0	0.0	0.0	90.0	114.0
549	0.0	0.0	3.0	0.0	0.0	69.0	114.0
550	1.0	1.0	2.0	204.0	331.0	1152.0	1596.0
551	1.0	1.0	2.0	28.0	108.0	60.0	76.0
552	0.0	0.0	3.0	0.0	0.0	138.0	228.0
553	0.0	0.0	1.0	0.0	0.0	3.0	3.0
554	0.0	0.0	1.0	9.0	0.0	1.0	2.0
555	1.0	1.0	1.0	25.0	26.0	0.0	9.0
556	1.0	1.0	2.0	43.0	92.0	35.0	117.0
557	1.0	1.0	1.0	25.0	73.0	3.0	9.0
558	1.0	1.0	1.0	0.0	0.0	18.0	40.0
559	0.0	0.0	4.0	0.0	0.0	8.0	152.0
560	1.0	1.0	1.0	25.0	26.0	0.0	9.0
561	0.0	0.0	1.0	0.0	0.0	2.0	38.0
562	1.0	1.0	1.0	23.0	153.0	1.0	1.0
563	1.0	1.0	1.0	23.0	153.0	1.0	1.0
564	0.0	0.0	1.0	0.0	0.0	30.0	38.0
565	0.0	0.0	1.0	0.0	0.0	5.0	19.0
566	1.0	1.0	1.0	27.0	115.0	0.0	2.0
567	1.0	1.0	1.0	15.0	113.0	1.0	2.0
568	0.0	0.0	1.0	0.0	14.0	9.0	19.0
569	1.0	1.0	1.0	15.0	113.0	1.0	1.0
570	0.0	0.0	1.0	0.0	0.0	1.0	1.0
571	1.0	1.0	2.0	37.0	195.0	31.0	78.0
572	1.0	1.0	1.0	28.0	90.0	5.0	10.0
573	1.0	1.0	1.0	28.0	90.0	5.0	10.0
574	1.0	1.0	2.0	86.0	212.0	0.0	160.0
575	1.0	1.0	2.0	81.0	192.0	0.0	60.0
576	0.0	0.0	1.0	0.0	0.0	1.0	1.0
577	1.0	1.0	1.0	28.0	115.0	0.0	12.0
578	0.0	0.0	1.0	100.0	73.0	2.0	2.0
579	1.0	1.0	2.0	78.0	120.0	9.0	81.0
580	0.0	0.0	1.0	0.0	0.0	5.0	19.0
581	0.0	0.0	1.0	0.0	14.0	9.0	19.0
582	0.0	0.0	1.0	0.0	0.0	0.0	5.0
583	0.0	0.0	2.0	0.0	0.0	46.0	76.0
584	0.0	0.0	1.0	0.0	0.0	2.0	8.0
585	0.0	0.0	1.0	0.0	0.0	3.0	3.0
586	0.0	0.0	1.0	0.0	0.0	1.0	1.0
587	0.0	0.0	1.0	0.0	0.0	0.0	1.0
588	0.0	0.0	1.0	0.0	0.0	0.0	15.0
589	0.0	0.0	1.0	0.0	0.0	1.0	1.0
590	0.0	0.0	1.0	0.0	0.0	1.0	1.0
591	0.0	0.0	1.0	0.0	0.0	1.0	1.0
592	0.0	0.0	1.0	0.0	0.0	1.0	1.0
593	0.0	0.0	1.0	0.0	0.0	1.0	1.0
594	0.0	0.0	1.0	0.0	0.0	1.0	1.0
595	0.0	0.0	1.0	0.0	0.0	3.0	3.0
596	0.0	0.0	1.0	0.0	0.0	1.0	1.0
597	0.0	0.0	1.0	0.0	0.0	0.0	6.0
598	1.0	1.0	1.0	28.0	90.0	0.0	10.0
599	0.0	0.0	1.0	0.0	0.0	0.0	6.0
600	0.0	0.0	1.0	0.0	0.0	2.0	2.0
601	0.0	0.0	1.0	0.0	0.0	1.0	1.0
602	1.0	1.0	1.0	87.0	23.0	0.0	16.0
603	1.0	1.0	1.0	19.0	68.0	1.0	2.0
604	0.0	0.0	1.0	0.0	0.0	1.0	1.0
605	1.0	1.0	3.0	55.0	153.0	32.0	40.0
606	0.0	0.0	1.0	1.0	0.0	6.0	6.0
607	0.0	0.0	1.0	0.0	0.0	4.0	6.0
608	0.0	0.0	1.0	0.0	0.0	1.0	1.0
609	1.0	1.0	1.0	19.0	68.0	1.0	1.0
610	0.0	0.0	2.0	0.0	0.0	2.0	6.0
611	1.0	1.0	1.0	31.0	135.0	17.0	28.0
612	1.0	1.0	1.0	31.0	134.0	7.0	12.0
613	0.0	0.0	1.0	0.0	0.0	6.0	6.0
614	1.0	1.0	1.0	22.0	53.0	24.0	32.0
615	0.0	0.0	1.0	0.0	0.0	1.0	1.0
616	1.0	1.0	1.0	42.0	75.0	1.0	1.0
617	1.0	1.0	1.0	42.0	76.0	1.0	2.0
618	1.0	1.0	1.0	53.0	14.0	0.0	104.0
619	1.0	1.0	1.0	44.0	143.0	6.0	18.0
620	1.0	1.0	1.0	28.0	90.0	0.0	10.0
621	1.0	1.0	1.0	21.0	11.0	12.0	20.0
622	1.0	1.0	1.0	23.0	27.0	2.0	2.0
623	1.0	1.0	4.0	99.0	84.0	27.0	44.0
624	1.0	1.0	1.0	2.0	0.0	2.0	24.0
625	0.0	0.0	1.0	0.0	0.0	0.0	3.0
626	0.0	0.0	1.0	0.0	0.0	0.0	3.0
627	1.0	1.0	2.0	49.0	56.0	72.0	88.0
628	0.0	0.0	1.0	0.0	0.0	6.0	6.0
629	1.0	1.0	1.0	29.0	91.0	0.0	20.0
630	1.0	1.0	1.0	21.0	11.0	12.0	20.0
631	0.0	0.0	1.0	0.0	0.0	8.0	8.0
632	0.0	0.0	1.0	0.0	0.0	0.0	10.0
633	0.0	0.0	2.0	6.0	3.0	0.0	12.0
634	1.0	1.0	1.0	22.0	2.0	1.0	22.0
635	1.0	1.0	1.0	38.0	107.0	2.0	2.0
636	0.0	0.0	7.0	0.0	1.0	44.0	70.0
637	0.0	0.0	1.0	0.0	0.0	4.0	16.0
638	1.0	1.0	4.0	91.0	376.0	28.0	56.0
639	1.0	1.0	1.0	0.0	3.0	3.0	3.0
640	1.0	1.0	1.0	0.0	0.0	1.0	1.0
641	1.0	1.0	1.0	0.0	0.0	2.0	2.0
642	1.0	1.0	1.0	0.0	0.0	1.0	1.0
643	1.0	1.0	1.0	0.0	0.0	1.0	1.0
644	0.0	0.0	1.0	0.0	0.0	1.0	1.0
645	1.0	1.0	1.0	22.0	2.0	1.0	1.0
646	1.0	1.0	3.0	20.0	12.0	15.0	578.0
647	1.0	1.0	1.0	36.0	48.0	4.0	16.0
648	0.0	0.0	1.0	0.0	0.0	1.0	1.0
649	1.0	1.0	1.0	66.0	258.0	1.0	1.0
650	0.0	0.0	2.0	0.0	0.0	15.0	57.0
651	0.0	0.0	1.0	0.0	0.0	1.0	1.0
652	0.0	0.0	1.0	0.0	0.0	1.0	1.0
653	0.0	0.0	1.0	0.0	0.0	1.0	1.0
654	1.0	1.0	1.0	0.0	0.0	0.0	1.0
655	1.0	1.0	1.0	38.0	107.0	1.0	1.0
656	0.0	0.0	1.0	0.0	0.0	3.0	3.0
657	1.0	1.0	1.0	66.0	258.0	1.0	1.0
658	0.0	0.0	2.0	0.0	0.0	6.0	6.0
659	1.0	1.0	3.0	0.0	0.0	18.0	18.0
660	0.0	0.0	1.0	0.0	0.0	3.0	3.0
661	1.0	1.0	1.0	75.0	21.0	0.0	16.0
662	1.0	1.0	2.0	123.0	55.0	0.0	16.0
663	0.0	0.0	1.0	0.0	0.0	3.0	3.0
664	0.0	0.0	1.0	0.0	0.0	3.0	3.0
665	0.0	0.0	1.0	0.0	0.0	3.0	3.0
666	0.0	0.0	1.0	0.0	0.0	0.0	1.0
667	0.0	0.0	1.0	0.0	0.0	3.0	3.0
668	0.0	0.0	1.0	14.0	3.0	1.0	1.0
669	1.0	1.0	1.0	28.0	50.0	15.0	22.0
670	1.0	1.0	4.0	67.0	40.0	168.0	184.0
671	1.0	1.0	1.0	22.0	2.0	1.0	22.0
672	1.0	1.0	1.0	37.0	26.0	1.0	1.0
673	1.0	1.0	5.0	282.0	243.0	56.0	56.0
674	0.0	0.0	1.0	0.0	0.0	0.0	11.0
675	0.0	0.0	1.0	0.0	0.0	4.0	8.0
676	1.0	1.0	1.0	80.0	173.0	1.0	9.0
677	1.0	1.0	3.0	246.0	345.0	73.0	90.0
678	1.0	1.0	2.0	73.0	81.0	2.0	12.0
679	1.0	1.0	5.0	359.0	228.0	0.0	152.0
680	1.0	1.0	1.0	166.0	263.0	152.0	171.0
681	1.0	1.0	1.0	7.0	99.0	0.0	1.0
682	1.0	1.0	1.0	25.0	181.0	4.0	5.0
683	1.0	1.0	2.0	58.0	410.0	8.0	10.0
684	1.0	1.0	1.0	25.0	181.0	4.0	5.0
685	1.0	1.0	1.0	25.0	181.0	4.0	5.0
686	1.0	1.0	1.0	20.0	66.0	0.0	2.0
687	0.0	0.0	1.0	9.0	1.0	3.0	3.0
688	0.0	0.0	1.0	8.0	2.0	0.0	2.0
689	1.0	1.0	1.0	33.0	1.0	0.0	16.0
690	1.0	1.0	1.0	149.0	310.0	0.0	20.0
691	0.0	0.0	1.0	0.0	0.0	2.0	2.0
692	1.0	1.0	3.0	62.0	130.0	5.0	15.0
693	1.0	1.0	1.0	66.0	258.0	1.0	1.0
694	0.0	0.0	1.0	0.0	0.0	10.0	12.0
695	1.0	1.0	1.0	61.0	37.0	3.0	7.0
696	1.0	1.0	1.0	83.0	187.0	0.0	19.0
697	1.0	1.0	1.0	84.0	44.0	9.0	21.0
698	0.0	0.0	1.0	0.0	0.0	4.0	4.0
699	1.0	1.0	1.0	61.0	37.0	3.0	7.0
700	0.0	0.0	2.0	36.0	8.0	7.0	14.0
701	0.0	0.0	1.0	0.0	0.0	5.0	6.0
702	0.0	0.0	1.0	33.0	63.0	3.0	3.0
703	0.0	0.0	1.0	37.0	2.0	2.0	3.0
704	1.0	1.0	1.0	29.0	14.0	1.0	1.0
705	1.0	2.0	3.0	55.0	56.0	44.0	44.0
706	0.0	0.0	1.0	9.0	1.0	0.0	2.0
707	1.0	1.0	1.0	23.0	42.0	1.0	1.0
708	1.0	1.0	1.0	9.0	72.0	2.0	3.0
709	1.0	1.0	5.0	26.0	4.0	1380.0	1848.0
710	0.0	0.0	1.0	31.0	61.0	1.0	1.0
711	0.0	0.0	1.0	31.0	61.0	1.0	1.0
712	1.0	1.0	1.0	0.0	0.0	0.0	4.0
713	1.0	1.0	1.0	27.0	43.0	2.0	2.0
714	0.0	0.0	1.0	0.0	0.0	7.0	44.0
715	0.0	0.0	1.0	0.0	0.0	2.0	4.0
716	0.0	0.0	1.0	0.0	2.0	1.0	1.0
717	1.0	1.0	1.0	45.0	13.0	0.0	2.0
718	1.0	1.0	1.0	45.0	13.0	0.0	2.0
719	1.0	1.0	1.0	45.0	13.0	2.0	2.0
720	1.0	1.0	1.0	45.0	13.0	2.0	2.0
721	1.0	1.0	1.0	42.0	123.0	0.0	5.0
722	0.0	0.0	1.0	0.0	0.0	0.0	12.0
723	1.0	1.0	1.0	21.0	21.0	1.0	1.0
724	1.0	1.0	1.0	43.0	118.0	4.0	4.0
725	1.0	1.0	37.0	680.0	1176.0	3989.0	5544.0
726	1.0	1.0	1.0	46.0	126.0	10.0	11.0
727	1.0	1.0	1.0	43.0	118.0	0.0	4.0
728	1.0	1.0	1.0	43.0	118.0	4.0	4.0
729	1.0	1.0	4.0	170.0	263.0	16.0	48.0
730	1.0	1.0	1.0	66.0	155.0	6.0	24.0
731	1.0	1.0	3.0	145.0	225.0	20.0	48.0
732	1.0	1.0	1.0	21.0	21.0	1.0	1.0
733	0.0	0.0	1.0	0.0	0.0	1.0	2.0
734	0.0	0.0	1.0	0.0	0.0	0.0	1.0
735	1.0	1.0	1.0	43.0	127.0	0.0	7.0
736	1.0	1.0	1.0	45.0	119.0	2.0	3.0
737	0.0	0.0	1.0	25.0	3.0	26.0	28.0
738	1.0	1.0	1.0	41.0	118.0	1.0	1.0
739	1.0	1.0	2.0	43.0	18.0	8.0	8.0
740	1.0	1.0	2.0	85.0	25.0	12.0	63.0
741	1.0	1.0	1.0	8.0	13.0	2.0	2.0
742	1.0	1.0	1.0	30.0	12.0	1.0	1.0
743	1.0	1.0	1.0	22.0	33.0	1.0	1.0
744	0.0	0.0	1.0	18.0	15.0	1.0	1.0
745	0.0	0.0	1.0	18.0	15.0	1.0	1.0
746	0.0	0.0	1.0	0.0	0.0	1.0	1.0
747	1.0	1.0	1.0	8.0	56.0	0.0	1.0
748	0.0	0.0	1.0	24.0	69.0	1.0	1.0
749	0.0	0.0	1.0	24.0	69.0	1.0	1.0
750	0.0	0.0	1.0	24.0	69.0	1.0	2.0
751	1.0	1.0	1.0	41.0	118.0	0.0	1.0
752	1.0	1.0	1.0	25.0	2.0	2.0	3.0
753	1.0	1.0	4.0	108.0	190.0	16.0	16.0
754	0.0	0.0	1.0	87.0	2.0	0.0	9.0
755	1.0	1.0	1.0	0.0	1.0	1.0	3.0
756	0.0	0.0	1.0	0.0	0.0	3.0	10.0
757	1.0	1.0	9.0	356.0	575.0	1836.0	2414.0
758	1.0	1.0	5.0	178.0	293.0	50.0	1136.0
759	1.0	1.0	1.0	21.0	21.0	1.0	1.0
760	0.0	0.0	1.0	0.0	0.0	0.0	2.0
761	0.0	0.0	1.0	0.0	0.0	3.0	10.0
762	1.0	1.0	1.0	0.0	0.0	0.0	1.0
763	1.0	1.0	2.0	35.0	423.0	8.0	20.0
764	1.0	1.0	1.0	36.0	10.0	3.0	7.0
765	0.0	0.0	1.0	0.0	0.0	3.0	10.0
766	0.0	0.0	2.0	0.0	0.0	8.0	70.0
767	1.0	1.0	1.0	25.0	2.0	2.0	2.0
768	1.0	1.0	1.0	41.0	13.0	0.0	1.0
769	1.0	1.0	1.0	41.0	13.0	1.0	1.0
770	1.0	1.0	1.0	43.0	44.0	2.0	12.0
771	1.0	1.0	1.0	34.0	10.0	4.0	9.0
772	1.0	1.0	1.0	25.0	2.0	1.0	1.0
773	1.0	1.0	1.0	50.0	39.0	7.0	27.0
774	1.0	1.0	1.0	25.0	2.0	1.0	1.0
775	1.0	1.0	1.0	70.0	127.0	9.0	9.0
776	1.0	1.0	1.0	36.0	10.0	3.0	7.0
777	0.0	0.0	1.0	18.0	7.0	0.0	6.0
778	1.0	1.0	1.0	70.0	122.0	1.0	1.0
779	0.0	0.0	1.0	0.0	0.0	1.0	1.0
780	0.0	0.0	1.0	0.0	0.0	1.0	1.0
781	0.0	0.0	1.0	0.0	0.0	1.0	1.0
782	1.0	1.0	1.0	34.0	10.0	4.0	9.0
783	1.0	1.0	1.0	21.0	147.0	1.0	12.0
784	1.0	1.0	16.0	791.0	1162.0	1608.0	2130.0
785	1.0	1.0	3.0	42.0	202.0	28.0	66.0
786	1.0	1.0	1.0	48.0	36.0	4.0	6.0
787	1.0	1.0	2.0	68.0	111.0	6.0	9.0
788	1.0	1.0	2.0	74.0	125.0	8.0	12.0
789	0.0	0.0	4.0	0.0	0.0	28.0	28.0
790	1.0	1.0	1.0	0.0	2.0	1.0	2.0
791	1.0	1.0	1.0	81.0	40.0	0.0	27.0
792	0.0	0.0	1.0	20.0	0.0	1.0	1.0
793	0.0	0.0	1.0	0.0	1.0	1.0	1.0
794	1.0	1.0	1.0	40.0	36.0	0.0	3.0
795	0.0	0.0	1.0	18.0	15.0	1.0	1.0
796	0.0	0.0	1.0	18.0	15.0	1.0	1.0
797	0.0	0.0	1.0	18.0	15.0	1.0	1.0
798	0.0	0.0	1.0	18.0	15.0	1.0	1.0
799	1.0	1.0	1.0	21.0	21.0	1.0	1.0
800	1.0	1.0	1.0	26.0	115.0	0.0	10.0
801	0.0	0.0	1.0	0.0	0.0	3.0	3.0
802	0.0	0.0	1.0	0.0	0.0	0.0	3.0
803	0.0	0.0	1.0	0.0	0.0	4.0	4.0
804	1.0	1.0	1.0	70.0	127.0	9.0	9.0
805	0.0	0.0	1.0	10.0	2.0	6.0	6.0
806	1.0	1.0	1.0	30.0	232.0	1.0	1.0
807	0.0	0.0	1.0	0.0	0.0	3.0	3.0
808	0.0	0.0	2.0	0.0	0.0	20.0	24.0
809	0.0	0.0	1.0	0.0	0.0	7.0	7.0
810	0.0	0.0	1.0	0.0	0.0	4.0	4.0
811	0.0	0.0	1.0	0.0	0.0	1.0	1
812	0.0	0.0	1.0	0.0	0.0	1.0	1
813	0.0	0.0	2.0	0.0	0.0	2.0	6.0
814	0.0	0.0	2.0	0.0	0.0	2.0	4.0
